Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,119683.84790199588,1.2599104872786514e6,340435.757963138,12180.0,44070.595124767795,
IME,22598.571526781932,90165.77179138866,1.5588118272895876e6,1.1291645391917939e6,,11986.851146999994,
JL,4784.0,113604.7096100712,1.0006686504858249e6,258358.114410071,,108797.64076008004,
LN,10944.947132690104,130403.18000000005,2.0704928482592022e6,538401.97,2510.0,50877.75575999999,883359.8974752914
SD,,,0.0,,,,
JB,,,0.0,,,,
