Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,154199.44999999998,154199.4500000001,-1.1641532182693481e-10,-7.549658693784889e-16
IME,716822.4599999998,716822.46,-1.1641532182693481e-10,-1.6240467943336324e-16
JL,180088.64999999997,180088.65000000002,-5.820766091346741e-11,-3.232167097341638e-16
LN,308534.0800000001,308534.08000000025,-1.7462298274040222e-10,-5.659763185331169e-16
SD,0,0,,
JB,0,0,,
