Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,273693.64999999997,273693.6500000001,-1.0186340659856796e-10,-3.7218037977339985e-16
IME,825411.2759999998,825411.2760000001,-1.7462298274040222e-10,-2.1155875600178044e-16
JL,287673.88999999996,287673.8900000001,-1.0186340659856796e-10,-3.54093333248172e-16
LN,452866.18000000005,452866.1800000003,-2.0372681319713593e-10,-4.498609571532498e-16
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
