Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,642639.1209663654,0.11521004023556698
IME,1.5163926692999998e7,2.536174949838929e6,0.16725054144515766
JL,9.363135e6,2.6931738683805405e6,0.28763591130326976
LN,9.926800915000001e6,7323.966351210664,0.0007377972434345595
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,5.8793119055370465e6,0.14686588852858454
