Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,273693.64999999997,259477.02305205376,14216.626947946206,0.05194357614049945
IME,825411.2759999998,771021.2814594283,54389.994540571555,0.06589441666480404
JL,287673.88999999996,287636.30759481527,37.5824051847012,0.00013064239227515993
LN,452866.18000000005,447023.10227692424,5843.07772307581,0.012902437808616687
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
