Path,Total
HL_to_IME,-2627.3856870739855
HL_to_JL,1010.4940371140142
IME_to_JL,-1017.1194597759353
IME_to_LN,3837.7641032322986
JL_to_LN,1380.7741070568713
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
