Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,766767.2543076703,0.1374632874625842
IME,1.5163926692999998e7,2.7628876163087324e6,0.18220133031796718
JL,9.363135e6,2.884743367715927e6,0.3080958853755635
LN,9.926800915000001e6,17293.06201542879,0.0017420579060166222
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,6.431691300347758e6,0.16066438942923483
